CodigoCliente;CodigoContrato;DataInicio;DataTermino;Fechado;Placa;Cor;Modelo;ValorPeriodoVeiculo;ValorCombustivel;ValorLocacao;PeriodoTarifa;ValorDiversos
2082;22806;24/10/2020 00:00;26/10/2020 00:00;Sim;QOO3920;Prata;Saveiro Robust 1.6 Total Flex 8v;R$ 57,69;R$ 0,00;R$ 150,00;1;R$ 0,00
2015;22840;27/10/2020 00:00;27/10/2020 00:00;Sim;RFM9A51;Branco;Gol 1.0 Flex 12v 5p;R$ 100,00;R$ 0,00;R$ 100,00;1;R$ 0,00
1541;22885;29/10/2020 00:00;10/11/2020 00:00;Sim;RFU8B54;Branco;Ka Se 1.0 Ha;R$ 1.900,00;R$ 0,00;R$ 760,00;30;R$ 0,00
1780;23648;02/11/2020 00:00;12/12/2020 00:00;Sim;QOS4685;Preta;Etios Platinum Sed. 1.5 Flex 16v 4p Aut.;R$ 2.900,00;R$ 0,00;R$ 3.866,67;30;R$ 0,00
1780;22899;02/11/2020 00:00;12/11/2020 00:00;Sim;QQU9615;Preta;Corolla Gli 1.8 Cvt;R$ 4.000,00;R$ 0,00;R$ 0,00;30;
1780;23106;02/11/2020 00:00;05/12/2020 00:00;Sim;RFX2E24;Branca;Hilux Cd 4x4 2.8 Diesel Mec;R$ 2.900,00;R$ 0,00;R$ 0,00;30;
1583;23001;06/11/2020 00:00;26/11/2020 00:00;Sim;QUZ7003;Branca;Hb 20 1.0 Unique Flex 12v Mec.;R$ 1.734,93;R$ 0,00;R$ 1.200,00;30;R$ 0,00
1493;22890;09/11/2020 00:00;26/11/2020 00:00;Sim;QQU2455;Prata;Corolla Gli 1.8 Cvt;R$ 200,00;R$ 0,00;R$ 3.583,37;1;R$ 0,00
848;23159;13/11/2020 00:00;16/11/2020 00:00;Sim;QQU9615;Preta;Corolla Gli 1.8 Cvt;R$ 100,00;R$ 0,00;R$ 300,00;1;R$ 0,00
1035;23286;16/11/2020 00:00;17/11/2020 00:00;Sim;RFT6C22;Prata Sirius;Gol 1.6 Msi Flex 8v 5p;R$ 2.000,00;R$ 0,00;R$ 96,67;30;R$ 30,00
2089;23198;18/11/2020 00:00;20/11/2020 00:00;Sim;RFP7J72;Branca;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 200,00;1;R$ 0,00
1670;23203;18/11/2020 00:00;18/12/2020 00:00;Sim;RFQ7H05;Cinza Moscou;Ka Se 1.0 Ha;R$ 1.650,00;R$ 0,00;R$ 1.650,00;30;R$ 0,00
2091;23255;24/11/2020 00:00;24/12/2020 00:00;Sim;RFU8B54;Branco;Ka Se 1.0 Ha;R$ 1.550,00;R$ 0,00;R$ 1.550,00;30;R$ 0,00
2092;23264;24/11/2020 00:00;26/11/2020 00:00;Sim;RFT6C21;Prata Sirius;Gol 1.6 Msi Flex 8v 5p;R$ 200,00;R$ 0,00;R$ 400,00;1;R$ 0,00
2093;23265;25/11/2020 00:00;23/12/2020 00:00;Sim;RFT2A86;Cinza Moscou;Ka Se 1.0 Ha;R$ 1.650,00;R$ 0,00;R$ 1.540,00;30;R$ 0,00
1305;23292;27/11/2020 00:00;30/11/2020 00:00;Sim;RFQ7H03;Cinza Moscou;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 300,00;1;R$ 0,00
1001;23336;30/11/2020 00:00;23/01/2021 00:00;Sim;QUY5576;Branca;Frontier Se Atx 4;R$ 6.800,00;R$ 0,00;R$ 12.240,00;30;R$ 0,00
2099;23597;03/12/2020 00:00;20/01/2021 00:00;Sim;QQU9615;Preta;Corolla Gli 1.8 Cvt;R$ 3.920,00;R$ 0,00;R$ 6.400,00;30;R$ 8,21
2101;23633;04/12/2020 00:00;03/01/2021 00:00;Sim;RFT6C14;Prata;Gol 1.6 Msi Flex 8v 5p;R$ 1.850,00;R$ 0,00;R$ 1.850,00;30;R$ 0,00
2100;23617;04/12/2020 00:00;09/12/2020 00:00;Sim;RFQ7H03;Cinza Moscou;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 530,00;1;R$ 30,00
1305;23637;05/12/2020 00:00;10/12/2020 00:00;Sim;RFM9A47;Branco Banchisa;Gol 1.0 Flex 12v 5p;R$ 100,00;R$ 0,00;R$ 500,00;1;R$ 0,00
2103;23662;07/12/2020 00:00;04/01/2021 00:00;Sim;RFP7J90;Branca;Ka Se 1.0 Ha;R$ 1.650,00;R$ 0,00;R$ 1.540,00;30;R$ 0,00
2102;23647;07/12/2020 00:00;07/01/2021 00:00;Sim;QWR4067;Prata Sand;Hb 20 1.0 Unique Flex 12v Mec.;R$ 1.596,77;R$ 0,00;R$ 1.650,00;30;R$ 0,00
1488;23663;07/12/2020 00:00;06/01/2021 00:00;Sim;RFT2A90;Branco;Ka Se 1.0 Ha;R$ 1.650,00;R$ 0,00;R$ 1.650,00;30;R$ 0,00
2104;23664;11/12/2020 00:00;11/01/2021 00:00;Sim;RFQ7H03;Cinza Moscou;Ka Se 1.0 Ha;R$ 1.595,00;R$ 0,00;R$ 1.650,00;30;R$ 1,83
2105;23677;11/12/2020 00:00;03/02/2021 00:00;Sim;QUZ7003;Branca;Hb 20 1.0 Unique Flex 12v Mec.;R$ 1.600,00;R$ 0,00;R$ 2.880,00;30;R$ 0,00
1268;23673;11/12/2020 00:00;12/01/2021 00:00;Sim;QWU1064;Prata;Etios Hb Xls 1.5;R$ 46,87;R$ 0,00;R$ 1.500,00;1;R$ 0,16
1476;23687;12/12/2020 00:00;19/12/2020 00:00;Sim;RFP7J83;Branca;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 730,00;1;R$ 30,00
1948;23695;14/12/2020 00:00;13/01/2021 00:00;Sim;RFI4A56;Branco;Ka Se 1.0 Ha;R$ 1.600,00;R$ 0,00;R$ 1.600,00;30;R$ 0,00
2107;23720;17/12/2020 00:00;14/01/2021 00:00;Sim;RFP7J87;Branca;Ka Se 1.0 Ha;R$ 1.650,00;R$ 0,00;R$ 1.680,00;30;R$ 103,36
1983;23739;18/12/2020 00:00;21/12/2020 00:00;Sim;RGA5J79;Prata;STRADA ENDURANCE CS 1.4 02;R$ 100,00;R$ 0,00;R$ 300,00;1;R$ 0,00
2110;23744;19/12/2020 00:00;18/01/2021 00:00;Sim;QWU1181;Prata;Etios Hb Xls 1.5;R$ 60,00;R$ 0,00;R$ 1.800,00;1;R$ 0,00
1961;23741;20/12/2020 00:00;04/01/2021 00:00;Sim;RMF0A20;Preta;Gol 1.6 Msi Flex 8v 5p;R$ 100,00;R$ 0,00;R$ 1.500,00;1;R$ 0,00
2106;23745;21/12/2020 00:00;21/01/2021 00:00;Sim;RMF0A22;Cinza;Gol 1.6 Msi Flex 8v 5p;R$ 1.519,80;R$ 0,00;R$ 1.600,00;30;R$ 0,00
1863;23749;21/12/2020 00:00;28/12/2020 00:00;Sim;RME6J06;Cinza;Gol 1.6 Msi Flex 8v 5p;R$ 130,00;R$ 0,00;R$ 910,00;1;R$ 0,00
1863;23750;21/12/2020 00:00;04/01/2021 00:00;Sim;RME6J07;Cinza;Gol 1.6 Msi Flex 8v 5p;R$ 110,00;R$ 0,00;R$ 1.540,00;1;R$ 0,00
2114;23747;21/12/2020 00:00;20/01/2021 00:00;Sim;RMF0A19;Cinza;Gol 1.6 Msi Flex 8v 5p;R$ 55,00;R$ 0,00;R$ 1.650,00;1;R$ 0,00
2113;23757;22/12/2020 00:00;28/12/2020 00:00;Sim;RME6J14;Cinza;Gol 1.6 Msi Flex 8v 5p;R$ 130,00;R$ 0,00;R$ 780,00;1;R$ 0,00
1481;23780;23/12/2020 00:00;12/01/2021 00:00;Sim;QQU2455;Prata;Corolla Gli 1.8 Cvt;R$ 150,00;R$ 0,00;R$ 3.000,00;1;R$ 0,00
2115;23766;23/12/2020 00:00;28/12/2020 00:00;Sim;RFP7J83;Branca;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 500,00;1;R$ 0,00
2117;23786;24/12/2020 00:00;06/01/2021 00:00;Sim;QWR6983;Cinza;Etios Hb Xls 1.5;R$ 100,00;R$ 0,00;R$ 1.360,00;1;R$ 60,00
2116;23782;24/12/2020 00:00;28/12/2020 00:00;Sim;RFP7J91;Branca;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 400,00;1;R$ 0,00
695;23791;29/12/2020 00:00;28/01/2021 00:00;Sim;RFU8B54;Branco;Ka Se 1.0 Ha;R$ 1.750,00;R$ 0,00;R$ 2.190,00;30;R$ 440,00
2118;23828;30/12/2020 00:00;31/12/2020 00:00;Sim;QWR6984;Cinza;Etios Hb Xls 1.5;R$ 0,00;R$ 0,00;R$ 0,00;1;R$ 0,00
2119;23883;31/12/2020 00:00;04/01/2021 00:00;Sim;RFP7J83;Branca;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 400,00;1;R$ 0,00
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
