CodigoCliente;CodigoContrato;DataInicio;DataTermino;Fechado;Placa;Cor;Modelo;ValorPeriodoVeiculo;ValorCombustivel;ValorLocacao;PeriodoTarifa;ValorDiversos
2082;22806;24/10/2020 00:00;26/10/2020 00:00;Sim;QOO3920;Prata;Saveiro Robust 1.6 Total Flex 8v;R$ 57,69;R$ 0,00;R$ 150,00;1;R$ 0,00
2015;22840;27/10/2020 00:00;27/10/2020 00:00;Sim;RFM9A51;Branco;Gol 1.0 Flex 12v 5p;R$ 100,00;R$ 0,00;R$ 100,00;1;R$ 0,00
1541;22885;29/10/2020 00:00;10/11/2020 00:00;Sim;RFU8B54;Branco;Ka Se 1.0 Ha;R$ 1.900,00;R$ 0,00;R$ 760,00;30;R$ 0,00
1780;23648;02/11/2020 00:00;12/12/2020 00:00;Sim;QOS4685;Preta;Etios Platinum Sed. 1.5 Flex 16v 4p Aut.;R$ 2.900,00;R$ 0,00;R$ 3.866,67;30;R$ 0,00
1780;22899;02/11/2020 00:00;12/11/2020 00:00;Sim;QQU9615;Preta;Corolla Gli 1.8 Cvt;R$ 4.000,00;R$ 0,00;R$ 0,00;30;
1780;23106;02/11/2020 00:00;05/12/2020 00:00;Sim;RFX2E24;Branca;Hilux Cd 4x4 2.8 Diesel Mec;R$ 2.900,00;R$ 0,00;R$ 0,00;30;
1583;23001;06/11/2020 00:00;26/11/2020 00:00;Sim;QUZ7003;Branca;Hb 20 1.0 Unique Flex 12v Mec.;R$ 1.734,93;R$ 0,00;R$ 1.200,00;30;R$ 0,00
1493;22890;09/11/2020 00:00;26/11/2020 00:00;Sim;QQU2455;Prata;Corolla Gli 1.8 Cvt;R$ 200,00;R$ 0,00;R$ 3.583,37;1;R$ 0,00
848;23159;13/11/2020 00:00;16/11/2020 00:00;Sim;QQU9615;Preta;Corolla Gli 1.8 Cvt;R$ 100,00;R$ 0,00;R$ 300,00;1;R$ 0,00
1035;23286;16/11/2020 00:00;17/11/2020 00:00;Sim;RFT6C22;Prata Sirius;Gol 1.6 Msi Flex 8v 5p;R$ 2.000,00;R$ 0,00;R$ 96,67;30;R$ 30,00
2089;23198;18/11/2020 00:00;20/11/2020 00:00;Sim;RFP7J72;Branca;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 200,00;1;R$ 0,00
1670;23203;18/11/2020 00:00;18/12/2020 00:00;Sim;RFQ7H05;Cinza Moscou;Ka Se 1.0 Ha;R$ 1.650,00;R$ 0,00;R$ 1.650,00;30;R$ 0,00
2091;23255;24/11/2020 00:00;24/12/2020 00:00;Sim;RFU8B54;Branco;Ka Se 1.0 Ha;R$ 1.550,00;R$ 0,00;R$ 1.550,00;30;R$ 0,00
2092;23264;24/11/2020 00:00;26/11/2020 00:00;Sim;RFT6C21;Prata Sirius;Gol 1.6 Msi Flex 8v 5p;R$ 200,00;R$ 0,00;R$ 400,00;1;R$ 0,00
2093;23265;25/11/2020 00:00;23/12/2020 00:00;Sim;RFT2A86;Cinza Moscou;Ka Se 1.0 Ha;R$ 1.650,00;R$ 0,00;R$ 1.540,00;30;R$ 0,00
1305;23292;27/11/2020 00:00;30/11/2020 00:00;Sim;RFQ7H03;Cinza Moscou;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 300,00;1;R$ 0,00
1001;23336;30/11/2020 00:00;23/01/2021 00:00;Sim;QUY5576;Branca;Frontier Se Atx 4;R$ 6.800,00;R$ 0,00;R$ 12.240,00;30;R$ 0,00
2099;23597;03/12/2020 00:00;20/01/2021 00:00;Sim;QQU9615;Preta;Corolla Gli 1.8 Cvt;R$ 3.920,00;R$ 0,00;R$ 6.400,00;30;R$ 8,21
2101;23633;04/12/2020 00:00;03/01/2021 00:00;Sim;RFT6C14;Prata;Gol 1.6 Msi Flex 8v 5p;R$ 1.850,00;R$ 0,00;R$ 1.850,00;30;R$ 0,00
2100;23617;04/12/2020 00:00;09/12/2020 00:00;Sim;RFQ7H03;Cinza Moscou;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 530,00;1;R$ 30,00
1305;23637;05/12/2020 00:00;10/12/2020 00:00;Sim;RFM9A47;Branco Banchisa;Gol 1.0 Flex 12v 5p;R$ 100,00;R$ 0,00;R$ 500,00;1;R$ 0,00
2103;23662;07/12/2020 00:00;04/01/2021 00:00;Sim;RFP7J90;Branca;Ka Se 1.0 Ha;R$ 1.650,00;R$ 0,00;R$ 1.540,00;30;R$ 0,00
2102;23647;07/12/2020 00:00;07/01/2021 00:00;Sim;QWR4067;Prata Sand;Hb 20 1.0 Unique Flex 12v Mec.;R$ 1.596,77;R$ 0,00;R$ 1.650,00;30;R$ 0,00
1488;23663;07/12/2020 00:00;06/01/2021 00:00;Sim;RFT2A90;Branco;Ka Se 1.0 Ha;R$ 1.650,00;R$ 0,00;R$ 1.650,00;30;R$ 0,00
2104;23664;11/12/2020 00:00;11/01/2021 00:00;Sim;RFQ7H03;Cinza Moscou;Ka Se 1.0 Ha;R$ 1.595,00;R$ 0,00;R$ 1.650,00;30;R$ 1,83
2105;23677;11/12/2020 00:00;03/02/2021 00:00;Sim;QUZ7003;Branca;Hb 20 1.0 Unique Flex 12v Mec.;R$ 1.600,00;R$ 0,00;R$ 2.880,00;30;R$ 0,00
1268;23673;11/12/2020 00:00;12/01/2021 00:00;Sim;QWU1064;Prata;Etios Hb Xls 1.5;R$ 46,87;R$ 0,00;R$ 1.500,00;1;R$ 0,16
1476;23687;12/12/2020 00:00;19/12/2020 00:00;Sim;RFP7J83;Branca;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 730,00;1;R$ 30,00
1948;23695;14/12/2020 00:00;13/01/2021 00:00;Sim;RFI4A56;Branco;Ka Se 1.0 Ha;R$ 1.600,00;R$ 0,00;R$ 1.600,00;30;R$ 0,00
2107;23720;17/12/2020 00:00;14/01/2021 00:00;Sim;RFP7J87;Branca;Ka Se 1.0 Ha;R$ 1.650,00;R$ 0,00;R$ 1.680,00;30;R$ 103,36
1983;23739;18/12/2020 00:00;21/12/2020 00:00;Sim;RGA5J79;Prata;STRADA ENDURANCE CS 1.4 02;R$ 100,00;R$ 0,00;R$ 300,00;1;R$ 0,00
2110;23744;19/12/2020 00:00;18/01/2021 00:00;Sim;QWU1181;Prata;Etios Hb Xls 1.5;R$ 60,00;R$ 0,00;R$ 1.800,00;1;R$ 0,00
1961;23741;20/12/2020 00:00;04/01/2021 00:00;Sim;RMF0A20;Preta;Gol 1.6 Msi Flex 8v 5p;R$ 100,00;R$ 0,00;R$ 1.500,00;1;R$ 0,00
2106;23745;21/12/2020 00:00;21/01/2021 00:00;Sim;RMF0A22;Cinza;Gol 1.6 Msi Flex 8v 5p;R$ 1.519,80;R$ 0,00;R$ 1.600,00;30;R$ 0,00
1863;23749;21/12/2020 00:00;28/12/2020 00:00;Sim;RME6J06;Cinza;Gol 1.6 Msi Flex 8v 5p;R$ 130,00;R$ 0,00;R$ 910,00;1;R$ 0,00
1863;23750;21/12/2020 00:00;04/01/2021 00:00;Sim;RME6J07;Cinza;Gol 1.6 Msi Flex 8v 5p;R$ 110,00;R$ 0,00;R$ 1.540,00;1;R$ 0,00
2114;23747;21/12/2020 00:00;20/01/2021 00:00;Sim;RMF0A19;Cinza;Gol 1.6 Msi Flex 8v 5p;R$ 55,00;R$ 0,00;R$ 1.650,00;1;R$ 0,00
2113;23757;22/12/2020 00:00;28/12/2020 00:00;Sim;RME6J14;Cinza;Gol 1.6 Msi Flex 8v 5p;R$ 130,00;R$ 0,00;R$ 780,00;1;R$ 0,00
1481;23780;23/12/2020 00:00;12/01/2021 00:00;Sim;QQU2455;Prata;Corolla Gli 1.8 Cvt;R$ 150,00;R$ 0,00;R$ 3.000,00;1;R$ 0,00
2115;23766;23/12/2020 00:00;28/12/2020 00:00;Sim;RFP7J83;Branca;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 500,00;1;R$ 0,00
2117;23786;24/12/2020 00:00;06/01/2021 00:00;Sim;QWR6983;Cinza;Etios Hb Xls 1.5;R$ 100,00;R$ 0,00;R$ 1.360,00;1;R$ 60,00
2116;23782;24/12/2020 00:00;28/12/2020 00:00;Sim;RFP7J91;Branca;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 400,00;1;R$ 0,00
695;23791;29/12/2020 00:00;28/01/2021 00:00;Sim;RFU8B54;Branco;Ka Se 1.0 Ha;R$ 1.750,00;R$ 0,00;R$ 2.190,00;30;R$ 440,00
2118;23828;30/12/2020 00:00;31/12/2020 00:00;Sim;QWR6984;Cinza;Etios Hb Xls 1.5;R$ 0,00;R$ 0,00;R$ 0,00;1;R$ 0,00
2119;23883;31/12/2020 00:00;04/01/2021 00:00;Sim;RFP7J83;Branca;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 400,00;1;R$ 0,00
520;23885;04/01/2021 00:00;24/02/2021 00:00;Sim;RME6J07;Cinza;Gol 1.6 Msi Flex 8v 5p;R$ 1.800,00;R$ 0,00;R$ 3.060,00;30;R$ 0,00
2122;23909;06/01/2021 00:00;05/02/2021 00:00;Sim;RFP7J90;Branca;Ka Se 1.0 Ha;R$ 1.650,00;R$ 0,00;R$ 1.650,00;30;R$ 0,00
1488;23910;06/01/2021 00:00;05/02/2021 00:00;Sim;RFT2A90;Branco;Ka Se 1.0 Ha;R$ 1.650,00;R$ 0,00;R$ 1.650,00;30;R$ 0,00
2123;23912;08/01/2021 00:00;11/01/2021 00:00;Sim;RFQ7H08;Cinza Moscou;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 300,00;1;R$ 0,00
340;24161;18/01/2021 00:00;18/01/2021 00:00;Sim;RFP7J87;Branca;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 0,00;1;
340;24162;18/01/2021 00:00;21/01/2021 00:00;Sim;RFT2A86;Cinza Moscou;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 300,00;1;R$ 0,00
2126;24180;20/01/2021 00:00;29/01/2021 00:00;Sim;QWU1193;Prata;Etios Hb Xls 1.5;R$ 120,00;R$ 0,00;R$ 1.080,00;1;R$ 0,00
2002;23792;25/01/2021 00:00;26/02/2021 00:00;Sim;QOS4685;Preta;Etios Platinum Sed. 1.5 Flex 16v 4p Aut.;R$ 2.000,00;R$ 0,00;R$ 2.133,33;30;R$ 0,00
1609;24233;28/01/2021 00:00;01/02/2021 00:00;Sim;RFQ7H08;Cinza Moscou;Ka Se 1.0 Ha;R$ 75,00;R$ 0,00;R$ 330,00;1;R$ 30,00
2129;24246;29/01/2021 00:00;01/02/2021 00:00;Sim;RFP7J87;Branca;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 300,00;1;R$ 35,00
2131;24263;29/01/2021 00:00;01/03/2021 00:00;Sim;RMF0A19;Cinza;Gol 1.6 Msi Flex 8v 5p;R$ 1.550,00;R$ 0,00;R$ 1.601,67;30;R$ 0,00
2003;24437;04/02/2021 00:00;05/02/2021 00:00;Sim;RMI2E40;Prata Bari;STRADA ENDURANCE CS 1.4 02;R$ 150,00;R$ 0,00;R$ 150,00;1;R$ 0,00
1305;24463;05/02/2021 00:00;10/02/2021 00:00;Sim;RFU8B54;Branco;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 500,00;1;R$ 0,00
1806;24509;06/02/2021 00:00;08/02/2021 00:00;Sim;RFP7J91;Branca;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 200,00;1;R$ 0,00
1983;24512;08/02/2021 00:00;10/02/2021 00:00;Sim;RGA5J81;Prata;STRADA ENDURANCE CS 1.4 02;R$ 170,00;R$ 0,00;R$ 340,00;1;R$ 0,00
2137;24543;10/02/2021 00:00;11/02/2021 00:00;Sim;RFP7J91;Branca;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 296,65;1;R$ 30,00
2138;24568;11/02/2021 00:00;20/02/2021 00:00;Sim;RFU8B54;Branco;Ka Se 1.0 Ha;R$ 90,00;R$ 0,00;R$ 840,00;1;R$ 30,00
1949;24610;12/02/2021 00:00;15/02/2021 00:00;Sim;RFT2A86;Cinza Moscou;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 300,00;1;R$ 0,00
1035;24668;12/02/2021 00:00;17/02/2021 00:00;Sim;PPY8018;Branca;Frontier Se Atx 4;R$ 0,01;R$ 0,00;R$ 0,05;1;R$ 0,00
1806;24611;12/02/2021 00:00;18/02/2021 00:00;Sim;QWR6981;Cinza;Etios Hb Xls 1.5;R$ 90,00;R$ 0,00;R$ 540,00;1;R$ 0,00
2140;24612;12/02/2021 00:00;15/02/2021 00:00;Sim;RML0C55;Prata;Gol 1.6 Msi Flex 8v 5p;R$ 100,00;R$ 0,00;R$ 300,00;1;R$ 0,00
2139;24571;12/02/2021 00:00;22/02/2021 00:00;Sim;RFI4A56;Branco;Ka Se 1.0 Ha;R$ 90,00;R$ 0,00;R$ 900,00;1;R$ 0,00
2141;24613;13/02/2021 00:00;15/02/2021 00:00;Sim;QWU1020;Prata;Etios Hb Xls 1.5;R$ 130,00;R$ 0,00;R$ 260,00;1;R$ 0,00
2144;24653;17/02/2021 00:00;17/03/2021 00:00;Sim;RFT2A86;Cinza Moscou;Ka Se 1.0 Ha;R$ 1.607,14;R$ 0,00;R$ 1.500,00;30;R$ 0,00
816;24659;18/02/2021 00:00;23/03/2021 00:00;Sim;QWU1181;Prata;Etios Hb Xls 1.5;R$ 1.800,00;R$ 0,00;R$ 2.005,00;30;R$ 0,00
2101;24669;19/02/2021 00:00;22/03/2021 00:00;Sim;QWU1020;Prata;Etios Hb Xls 1.5;R$ 1.741,94;R$ 0,00;R$ 1.800,00;30;R$ 0,00
2147;24675;20/02/2021 00:00;24/03/2021 00:00;Sim;QWR6981;Cinza;Etios Hb Xls 1.5;R$ 1.700,00;R$ 0,00;R$ 1.813,33;30;R$ 0,00
841;24707;22/02/2021 00:00;25/02/2021 00:00;Sim;RMF0A17;Prata;Gol 1.6 Msi Flex 8v 5p;R$ 100,00;R$ 0,00;R$ 330,00;1;R$ 30,00
848;24721;24/02/2021 00:00;01/03/2021 00:00;Sim;RMD5B14;Branco;Toro Endurance Atd4;R$ 300,00;R$ 0,00;R$ 1.500,00;1;R$ 0,00
2082;24969;25/02/2021 00:00;27/02/2021 00:00;Sim;RMI2E40;Prata Bari;STRADA ENDURANCE CS 1.4 02;R$ 75,00;R$ 0,00;R$ 150,00;1;R$ 0,00
2003;25066;05/03/2021 00:00;08/03/2021 00:00;Sim;RMI2E40;Prata Bari;STRADA ENDURANCE CS 1.4 02;R$ 150,00;R$ 0,00;R$ 450,00;1;R$ 0,00
2152;25128;22/03/2021 00:00;23/03/2021 00:00;Sim;RMO6H51;Prata;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 141,65;1;R$ 0,00
2152;25155;24/03/2021 00:00;25/03/2021 00:00;Sim;RMO6H51;Prata;Ka Se 1.0 Ha;R$ 100,00;R$ 0,00;R$ 100,00;1;R$ 0,00
2153;25158;25/03/2021 00:00;29/03/2021 00:00;Sim;RFL9E65;Prata Bari;STRADA ENDURANCE CS 1.4 02;R$ 120,00;R$ 0,00;R$ 480,00;1;R$ 0,00
2003;25515;09/04/2021 00:00;12/04/2021 00:00;Sim;QUB0453;Prata;Saveiro Robust 1.6 Total Flex 8v;R$ 130,00;R$ 0,00;R$ 390,00;1;R$ 0,00
1983;25520;12/04/2021 00:00;17/04/2021 00:00;Sim;QUZ7004;Branca;Hb 20 1.0 Unique Flex 12v Mec.;R$ 100,00;R$ 0,00;R$ 530,00;1;R$ 30,00
1541;25665;19/04/2021 00:00;22/04/2021 00:00;Sim;RMI3G07;Prata;L200 Triton Outd Gls D;R$ 500,00;R$ 0,00;R$ 1.500,00;1;R$ 0,00
2159;25573;20/04/2021 00:00;23/04/2021 00:00;Sim;RFI4A35;Prata;Ka Se 1.0 Ha;R$ 120,00;R$ 0,00;R$ 370,00;1;R$ 10,00
2160;25631;23/04/2021 00:00;26/04/2021 00:00;Sim;RMI3G08;Branca;L200 Triton Outd Gls D;R$ 500,00;R$ 0,00;R$ 1.500,00;1;R$ 0,00
848;25677;27/04/2021 00:00;03/05/2021 00:00;Sim;QQZ9779;Branca;Frontier Se Atx 4;R$ 300,00;R$ 0,00;R$ 1.800,00;1;R$ 0,00
2113;25886;30/04/2021 00:00;03/05/2021 00:00;Sim;QWU1035;Cinza;Etios Hb Xls 1.5;R$ 130,00;R$ 0,00;R$ 420,00;1;R$ 30,00
2164;26002;07/05/2021 00:00;10/05/2021 00:00;Sim;QWR4070;Branca;Hb 20 1.0 Unique Flex 12v Mec.;R$ 100,00;R$ 0,00;R$ 300,00;1;R$ 0,00
586;26009;08/05/2021 00:00;10/05/2021 00:00;Sim;RFT2A90;Branco;Ka Se 1.0 Ha;R$ 120,00;R$ 0,00;R$ 240,00;1;R$ 0,00
883;26433;12/05/2021 00:00;27/05/2021 00:00;Sim;RFY6A91;Branca;Hilux Cd 4x4 2.8 Diesel Mec;R$ 220,00;R$ 0,00;R$ 3.550,00;1;R$ 250,00
1949;26081;21/05/2021 00:00;24/05/2021 00:00;Sim;QWU1035;Cinza;Etios Hb Xls 1.5;R$ 110,00;R$ 0,00;R$ 330,00;1;R$ 0,00
1983;26150;25/05/2021 00:00;26/05/2021 00:00;Sim;RMY0E62;Prata;VOYAGE 1.6 L MB5;R$ 110,00;R$ 0,00;R$ 140,00;1;R$ 30,00
2172;26157;27/05/2021 00:00;26/06/2021 00:00;Sim;QQU9615;Preta;Corolla Gli 1.8 Cvt;R$ 163,34;R$ 0,00;R$ 4.900,20;1;R$ 0,00
2138;26160;28/05/2021 00:00;03/07/2021 00:00;Sim;RFI4A56;Branco;Ka Se 1.0 Ha;R$ 53,45;R$ 149,27;R$ 2.073,47;1;R$ 0,00
2173;26182;28/05/2021 00:00;02/06/2021 00:00;Sim;RMY0E57;Prata;VOYAGE 1.6 L MB5;R$ 120,00;R$ 0,00;R$ 600,00;1;R$ 0,00
848;26435;04/06/2021 00:00;07/06/2021 00:00;Sim;QWU1185;Cinza;Etios Hb Xls 1.5;R$ 150,00;R$ 220,66;R$ 700,66;1;R$ 30,00
2175;26442;07/06/2021 00:00;25/06/2021 00:00;Sim;RMY0E59;Preta;VOYAGE 1.6 L MB5;R$ 90,00;R$ 188,21;R$ 2.218,21;1;R$ 410,00
